order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD451845,ID0577454863,2019-03-20,Bakers,"[('Toshika 750', 2), ('pearTV', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",31070,102.51,-37.82346210000001,144.9884529,15,26512.01,Autumn,False,1.6132,four stars works well so far !,True
ORD462500,ID2177831012,2019-09-20,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 1)]",9220,79.57,-37.82363529999999,144.9821426,0,9299.57,Spring,False,1.2413,"overall the phone is nice though. he charger that came with it doesn’t work, and no earphones came with it either. overall the phone is nice though.",True
ORD275541,ID0580001031,2019-09-13,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Candle Inferno', 1)]",1805,107.06,-37.8065367,144.932218,15,1641.31,Spring,True,1.4739,great it's nice,True
ORD453057,ID6167357855,2019-02-16,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1), ('pearTV', 1)]",9720,80.24,-37.8095396,144.9720503,5,9314.24,Summer,True,1.0317,"disappointed the phone i received would not turn on at all. even when i plugged it in to charge it, there was no indication that it was charging.",False
ORD126246,ID1521014626,2019-10-13,Bakers,"[('Candle Inferno', 2), ('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 1)]",26570,78.62,-37.80186679999999,144.9928485,0,26648.62,Spring,False,0.9289,"great buy. i have bought digico refurb products before and have never been disappointed. i have had this phone for several months now and have had ""0"" issues and got it at a great price.",True
ORD113297,ID0252588302,2019-08-17,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Alcon 10', 1)]",20170,74.43,-37.8177843,144.9746616,10,18227.43,Winter,True,0.4584,good value good phone,True
ORD030205,ID0711745634,2019-12-03,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",9985,87.27,-37.815309,144.9459185,10,9073.77,Summer,True,0.3104,"i like the phone display it has bright and crisp colors i like the phone display it has bright and crisp colors, only thing i don't like is it is little thick than previous model",True
ORD026968,ID0767725981,2019-01-28,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870,85.4,-37.8039159,144.96996140000005,10,8968.4,Summer,True,1.6344,froze on a regular basis. the phone froze up on a regular basis.,False
ORD442149,ID0030385414,2019-03-04,Bakers,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865,72.19,-37.81718970000001,145.0226304,25,8220.94,Autumn,False,2.539,"no sim card good condition phone and it works, but no sim card like with new s4 phones.",True
ORD479064,ID2185303494,2019-10-26,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",6975,102.08,-37.8103422,144.9550359,25,5333.33,Spring,True,0.7472,amazing budget phone amazing phone for the price. screen is super nice. camera quality is standard. solid.,True
ORD413802,ID1833877038,2019-07-20,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1)]",10175,64.8,-37.8044515,144.9432776,0,10239.8,Winter,False,0.9741,"excellent phone for the price i got this for my wife after her olivia crashed and burned. she loves it. feels like the lucent z droid, which is what i have. overall, very impressed with the processing power and especially the disk size. great phone. highly recommend.",True
ORD284883,ID0418548634,2019-11-23,Bakers,"[('Toshika 750', 1), ('Alcon 10', 1), ('iAssist Line', 2), ('pearTV', 1)]",24030,106.02,-37.8214909,144.9871468,25,18128.52,Spring,True,1.4638,very pleased overall if your on a budget this device is superior in every aspect (in this price range),True
ORD284145,ID0298045603,2019-09-13,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",10725,79.77,-37.8259453,144.9621415,0,10804.77,Spring,False,1.0459,"a great phone for the price its a great phone and price, if you want most of the features that are seen in the main flagship phones.",True
ORD385185,ID4793613062,2019-11-26,Thompson,"[('Thunder line', 1), ('pearTV', 2), ('Olivia x460', 1), ('iStream', 2)]",16325,90.87,-37.8079694,144.9340681,15,13967.12,Spring,True,1.2576,"it’s only open to india so i just received the phone, the box was open every thing was already downloaded on it, an it’s saying i have to used a india sim card for it to work. sorry i didn’t read the reviews first i’m disappointed. the phone is nice though.",False
ORD449630,ID0310957023,2019-04-21,Thompson,"[('Universe Note', 1), ('Alcon 10', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",23500,81.94,-37.8222715,144.9516282,0,23581.94,Autumn,True,1.1412,olivia universe s6 worked great and shipped fast.,True
ORD120970,ID3543024079,2019-04-26,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('iStream', 1)]",6060,65.07,-37.81189929999999,144.9564023,10,5519.07,Autumn,False,0.8253,great phone for price! phone recieved was brand new with all accessories. so far everything is working great no issues. screen display is great. the facial recognition works great and opens phone fast. only been two days so we will see once it has been used longer.,True
ORD367362,ID0591435933,2019-08-04,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2), ('pearTV', 1)]",27660,72.53,-37.8188214,144.96665249999995,25,20817.53,Winter,True,0.2561,"five stars excellent condition, 10/10",True
ORD479091,ID0501019049,2019-11-14,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('Thunder line', 2)]",6960,83.7,-37.80344760000001,144.9700436,5,6695.7,Spring,False,1.6867,"refurbished but appears brand-new. received quickly. functions perfectly. as noted, it looks brand-new.",True
ORD121248,ID2455254505,2019-06-25,Bakers,"[('Universe Note', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",31710,81.7,-37.7738026,144.9836466,0,31791.7,Winter,True,4.1559,two stars i cant make hotspot,False
ORD340811,ID0319157922,2019-02-23,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('Universe Note', 1), ('Toshika 750', 2)]",21190,99.94,-37.8050698,144.96830780000005,0,21289.94,Summer,True,1.5096,i had a very small nano and needed to have more space for songs that are just coming out and so far i love it. didn't really need the bigger one because i have a phone that will do most of those things.,True
ORD206517,ID0202484595,2019-12-18,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iStream', 2)]",9800,108.64,-37.8002124,144.9258168,15,8438.64,Summer,True,2.3276,"good good smartphone...but olivia's android system is not very good,sometimes it just have some lag.",True
ORD322799,ID1463547033,2019-09-05,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",7565,104.7,-37.818311,145.0043774,25,5778.45,Spring,True,1.2262,"a good product, an excellent price, a good experience a good product, an excellent price, a good experience",True
ORD373411,ID0053132183,2019-07-02,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Thunder line', 2), ('Olivia x460', 1)]",16995,80.61,-37.7997225,144.9526858,5,16225.86,Winter,True,1.5239,good value home run for price point. bought for my daughter as she cannot hold on to phones. this is cheap and very good quality.,True
ORD146471,ID6167344498,2019-08-02,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1), ('iStream', 1)]",2760,67.27,-37.8089463,144.9665017,10,2551.27,Winter,False,1.107,bought this as a gift for my mother. she absolutely loves it. easy to set up and use. and the price was right.,True
ORD497734,ID2658978751,2019-01-19,Bakers,"[('Lucent 330S', 1), ('iStream', 1)]",1380,83.92,-37.8180775,145.0140264,25,1118.92,Summer,False,1.8818,unlocking frequired after 4 months of perfect use the phone has suddenly locked itself. how do i unlock it?,True
ORD285042,ID4369807449,2019-02-13,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Toshika 750', 1)]",11230,90.41,-37.8133483,144.9719334,0,11320.41,Summer,True,0.6205,nothing coment as long as i was happy for my new device very helpfull thank you. amazing phone i like it very nice...,True
ORD220318,ID6207152063,2019-08-07,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130,79.56,-37.8082134,144.97435910000004,15,6990.06,Winter,True,1.2306,perfect condition! this alcon 6s is exactly as described! it works perfectly and is aesthetically flawless! it doesn’t have any visible wear and tear. i am so excited to gift this to my daughter for christmas!,True
ORD034734,ID2481930754,2019-06-07,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Alcon 10', 2), ('Thunder line', 2)]",25940,67.24,-37.8115151,145.0059353,5,24710.24,Winter,False,0.9564,"perfect smart phone as a life time pear user i don't regret switching to olivia, what a great phone. i only will not recommend if you have small hands.",True
ORD292296,ID2967053355,2019-11-30,Bakers,"[('Lucent 330S', 1), ('iAssist Line', 2), ('pearTV', 1), ('Thunder line', 2)]",16350,58.45,-37.80745220000001,144.9987375,25,12320.95,Spring,False,0.4186,"dropped calls, dead spots on screen. had so many problems with this phone i spiked it to the ground like a football and bought a universe s9.",False
ORD313537,ID0576856945,2019-03-01,Bakers,"[('iStream', 1), ('pearTV', 2)]",12770,83.84,-37.8246414,144.9885739,5,12215.34,Autumn,True,1.7322,works great! i sure wish they made this for metropcs ... top rated phone! works great! i sure wish they made this for metropcs users! it really is an amazing phone!,True
ORD323479,ID1964023932,2019-06-25,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('iStream', 1), ('Olivia x460', 1)]",8005,77.62,-37.81898320000001,144.952603,25,6081.37,Winter,True,0.8545,very pleased with this purchase! the phone was packaged nicely and phone was in excellent condition. phone was gsm unlocked which made it very easy to set my service up on it (metropcs). only thing i didn’t like was it did not come with headphones. still 5 stars tho!,True
ORD156765,ID0287629447,2019-11-29,Thompson,"[('iStream', 1), ('pearTV', 2)]",12770,102.57,-37.8043419,144.9488589,10,11595.57,Spring,True,0.9407,olivia rocks great phone,True
ORD378630,ID0287629356,2019-03-24,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1)]",3880,50.6,-37.8036382,144.9522092,15,3348.6,Autumn,False,1.1027,"stolen phone the phone is ""blacklisted"" aka stolen.",False
ORD370276,ID0781149269,2019-06-07,Thompson,"[('Universe Note', 1), ('iStream', 2), ('iAssist Line', 2), ('Thunder line', 2)]",12560,64.05,-37.80220900000001,144.9424564,5,11996.05,Winter,True,1.2335,poor quality phone. not very happy about this purchase. the battery is not working properly on this phone. it does very quickly and needs to be charged at least 2-3 times daily. other than that the screen and other button are in good shape with a few scratches and dents.,False
ORD418894,ID1889198511,2019-01-14,Bakers,"[('Olivia x460', 1), ('pearTV', 1), ('Toshika 750', 1)]",11855,99.72,-37.8231295,144.98909519999995,25,8990.97,Summer,True,1.5584,usabilidad en perú. funciona perfecto en perú.,True
ORD429139,ID3222652699,2019-07-20,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('iStream', 1)]",6735,82.71,-37.8023534,144.93055680000003,0,6817.71,Winter,True,1.8517,security love it,True
ORD301321,ID0361269278,2019-09-28,Bakers,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,110.85,-37.80101320000001,144.9775605,0,4900.85,Spring,True,1.8481,five stars great!,True
ORD496629,ID4884445070,2019-05-05,Thompson,"[('pearTV', 1), ('Toshika 750', 2), ('Olivia x460', 2)]",17400,80.67,-37.8000425,144.9346898,5,16610.67,Autumn,True,1.7783,great device prompt shipping and arrival and they were great ... great device prompt shipping and arrival and they were great with the return processing. turns out i did not need because i got a new phone as a gift. 5 stars,True
ORD228059,ID4655129062,2019-11-10,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",14590,97.24,-37.8096634,144.9475724,5,13957.74,Spring,True,0.338,"does the job! great entry level phone, does the job",True
ORD085803,ID6167236694,2019-12-11,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Thunder line', 1), ('iAssist Line', 2)]",9085,73.29,-37.8124133,144.9622451,0,9158.29,Summer,False,0.9414,easily accessible user manual. so far i like it,True
ORD430322,ID0060096323,2019-11-19,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('iAssist Line', 2), ('pearTV', 2)]",21860,106.08,-37.82163120000001,144.9838567,15,18687.08,Spring,True,1.3026,battery life is great i love my phone. still learning. have not face reg. or finger print,True
ORD010750,ID3213448175,2019-09-25,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('iStream', 1)]",21135,65.69,-37.8085707,144.9612186,10,19087.19,Spring,False,1.3255,like phone but could not put on my plan i bought this with the intent of changing devices on my current plan. was not able to do. i tried calling to activate and i also went a us cellular store and was told the same thing. not sure how others got this working on an existing plan.,False
ORD073668,ID2143829872,2019-10-25,Thompson,"[('Toshika 750', 2), ('Universe Note', 2), ('Lucent 330S', 2), ('pearTV', 2)]",30620,108.0,-37.8025466,144.9350257,0,30728.0,Spring,True,1.5468,"i would like promete this phone on my instagram page because i ... hello, i would like promete this phone on my instagram page because i do make up . i would love to promote it because it has an awesome camera and great graphics",True
ORD158346,ID0036822341,2019-04-23,Nickolson,"[('iStream', 1), ('Thunder line', 2)]",4510,79.49,-37.8214422,144.9580457,15,3912.99,Autumn,True,1.0602,five stars very good phone,True
ORD220472,ID0746912866,2019-11-20,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('iStream', 2), ('Olivia x460', 2)]",12250,81.37,-37.8249626,144.98487849999995,25,9268.87,Spring,False,1.5228,"good phone though sim tray came bent, but i repaired it to get t working.",True
ORD216674,ID0095553961,2019-06-22,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680,55.44,-37.7988356,144.9358024,10,3367.44,Winter,False,1.8316,worst experience ever returned the item because its not a fully factory unlocked phone. still have the at&t apps in the phone and wifi will not work with other company. even though i return everything and even the gift card back to them. still charge me 15% restocking fee.,False
ORD318698,ID3293342993,2019-02-18,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",23810,83.59,-37.82399,144.9818918,5,22703.09,Summer,True,1.2403,"do not buy these products the product was used, had been destroyed, with the bad video card, the days began to fail, they sell it as new when it is not so, do not be fooled",False
ORD478788,ID0233315265,2019-08-30,Bakers,"[('iStream', 1), ('Olivia x460', 2)]",2600,70.44,-37.799173,144.9794897,25,2020.44,Winter,False,1.8354,happy i bought it i love this phone !,True
ORD067645,ID0581749983,2019-08-22,Thompson,"[('Lucent 330S', 1), ('pearTV', 1)]",7540,58.12,-37.8043528,144.9294826,5,7221.12,Winter,False,1.8028,aggrevated i am so very mad that the description said verizon unlocked and it was not! spent all morning transferring then all for nothing after spending almost $500!!!,False
ORD414470,ID4283908187,2019-11-29,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2), ('iStream', 1), ('Universe Note', 2)]",13870,83.11,-37.8120407,145.01466299999996,5,13259.61,Spring,False,1.7239,love it great phone!,True
ORD350993,ID0615176178,2019-05-03,Bakers,"[('iStream', 2), ('Alcon 10', 2), ('Olivia x460', 2)]",20650,54.38,-37.80079370000001,144.9798237,5,19671.88,Autumn,False,1.6988,not easy to navigate and download apps to the device,False
ORD458978,ID6167359486,2019-07-10,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('iStream', 2)]",13350,64.96,-37.812858,144.97407980000003,25,10077.46,Winter,False,0.7526,highly recommend currently using this phone. had it for about a month now and it’s really good.,True
ORD140218,ID0591258324,2019-08-23,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,81.14,-37.8241865,144.95379609999995,5,3581.89,Winter,True,1.4116,perfect what can i say it is perfect!,True
ORD428845,ID6167236681,2019-04-01,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070,66.43,-37.8107183,144.9680741,10,8229.43,Autumn,False,0.8864,perfect phone love it great buy,True
ORD151606,ID0248746629,2019-02-24,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 2), ('pearTV', 2)]",31380,54.28,-37.8118847,144.99965580000003,15,26727.28,Summer,False,0.4422,"phone is not unlocked not only is this device not unlocked, it's apparently still on someone else's account, so at&t won't unlock it. buyer beware!",False
ORD297594,ID0655124861,2019-01-24,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Thunder line', 2)]",9040,91.44,-37.8076334,144.9422621,25,6871.44,Summer,True,0.7025,five stars the phone is nice can't say anything else because it belongs to the wife now. enough-said.,True
ORD022637,ID5967784019,2019-01-26,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900,82.7,-37.8041929,144.967362,10,5392.7,Summer,False,1.6147,great phone came in a sealed box i love my phone,True
ORD012209,ID6167265881,2019-08-14,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('iStream', 1)]",23730,75.6,-37.812487,144.9653,10,21432.6,Winter,True,0.7759,"very pleased this phone was classified as ""used good condition"". i would say it is very good. the only wear is very slightly scratches on the screen. great phone for the money.",True
ORD222308,ID0054552160,2019-02-03,Nickolson,"[('pearTV', 2), ('iStream', 1)]",12770,97.56,-37.8211602,144.98368,10,11590.56,Summer,True,1.2748,perfect loved it,True
ORD482286,ID6167489455,2019-12-22,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Alcon 10', 2), ('pearTV', 1)]",29120,75.58,-37.81405,144.9601946,0,29195.58,Summer,False,0.9659,tried to play certain broadway shows like camelot and it gives ne the group camelot.,True
ORD242359,ID0781093347,2019-12-27,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",4830,76.3,-37.8030545,144.94913390000005,0,4906.3,Summer,False,1.086,this is a good device for entertainment and entry level tasks. i think it can do a lot for the price.,True
ORD278256,ID0552599910,2019-11-28,Bakers,"[('iAssist Line', 2), ('Olivia x460', 2), ('Alcon 10', 1), ('Universe Note', 2)]",22750,109.73,-37.7992717,144.97722280000005,15,19447.23,Spring,True,1.9835,yes perfect timing on delivery. set up was so easy and this phone has been working so well. will come back with a 3 month update. but so far i am a very satisfied customer! highly recommend,True
ORD274400,ID1257406547,2019-02-06,Bakers,"[('pearTV', 1), ('iStream', 2)]",6610,75.7,-37.8019718,144.99397040000005,0,6685.7,Summer,False,0.9001,killer phone miles better than my universe s6 or alcon 6s. this phone has a massive battery and excellent cameras. super happy with it.,True
ORD035644,ID0679680980,2019-01-12,Bakers,"[('Candle Inferno', 2), ('pearTV', 1)]",7170,102.04,-37.7995708,144.9794226,0,7272.04,Summer,True,1.8111,so far so good came with everything i needed and was ready to go not one issue,True
ORD241844,ID0576879028,2019-09-15,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610,96.47,-37.8174514,144.9707239,10,2445.47,Spring,True,0.1638,small size works great in our sunroom.,True
ORD127624,ID0581714468,2019-06-13,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('iAssist Line', 2)]",7860,82.53,-37.8050904,144.930054,0,7942.53,Winter,True,1.7181,"good quality ,i like this phone. very good like new.",True
ORD155592,ID1404218661,2019-01-14,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 1)]",12550,81.4,-37.8016393,144.9872908,15,10748.9,Summer,True,1.1633,"i looked at the reviews and they varied greatly. i didn't want an electric sharpener, so my choices were very limited. this pencil sharpener is adequate and suits my needs because i don't use pencils very often, but it is very slow and sounds like it's straining.",False
ORD406371,ID0332544813,2019-10-04,Thompson,"[('iAssist Line', 1), ('iStream', 1)]",2375,106.53,-37.8000373,144.9440091,0,2481.53,Spring,True,1.4321,so far so good. it has only been a week since i got the lucentrola droud. so far it's okay. only wished we had the product manual since i had an alcon previous to the droid.,True
ORD004062,ID0579410717,2019-03-05,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2)]",6585,62.63,-37.821937,144.9683219,0,6647.63,Autumn,True,0.3874,"scam popes up to send money to blah blah blah as a fine for missuse of blah blah blah somthing somthing be sure to reset, scam popes up to send money to blah blah blah as a fine for missuse of blah blah blah somthing somthing fbi",False
ORD006643,ID0250933631,2019-01-08,Bakers,"[('Universe Note', 1), ('Thunder line', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",12690,70.39,-37.826124,145.0063321,25,9587.89,Summer,False,2.0435,seems to have software issues. phone keeps rebooting which is draining battery and interrupting function. will be returning.,False
ORD385588,ID0781096031,2019-11-19,Thompson,"[('iStream', 1), ('Olivia x460', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",14775,89.99,-37.8023282,144.9435265,0,14864.99,Spring,True,1.193,fingerprint sensor is bad not very great performance. i found honor 8x much better which is in similar price range,False
ORD347480,ID0664378466,2019-10-01,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('Thunder line', 2)]",11560,97.3,-37.820156,144.96696819999997,0,11657.3,Spring,True,0.286,five stars works well for a non smart phone,True
ORD152194,ID0307349366,2019-05-21,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('iStream', 2), ('Alcon 10', 2)]",26960,47.78,-37.8135187,144.9501824,25,20267.78,Autumn,False,0.2895,no phone in box i got everything except for the literal phone wtf.,False
ORD365713,ID0310727772,2019-01-14,Thompson,"[('iStream', 2), ('Toshika 750', 2), ('pearTV', 1), ('Lucent 330S', 2)]",17710,60.83,-37.8100335,144.93596000000005,10,15999.83,Summer,False,1.0202,"avoid this phone, save your money after a few months, this phone is having some severe issues. it randomly reboots and screen flashs for no reason.",False
ORD482547,ID6167289290,2019-01-21,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585,76.96,-37.8095175,144.963648,10,5103.46,Summer,False,1.136,very easy to set up and have no issues.,True
ORD035538,ID2457712050,2019-02-27,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Thunder line', 2), ('pearTV', 1)]",13990,85.8,-37.8049791,144.97746709999996,5,13376.3,Summer,True,1.6592,telefono con engaños. totalmente descontento con el alcon. no estaba desbloqueado y no funciona para ninguna compañia. es una vergüenza porque fue un engaño porque el alcon lo llevaba para otro país. sino es porque me doy cuenta a tiempo.,False
ORD132718,ID1283628997,2019-05-13,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,68.13,-37.7996745,144.95532319999995,5,17890.13,Autumn,False,1.6189,good conition i like the screen,True
ORD165346,ID0282825740,2019-04-22,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",7760,81.89,-37.8023329,144.9528168,25,5901.89,Autumn,True,1.2572,excellent thank you.,True
ORD209092,ID4326586200,2019-03-06,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2)]",11090,78.78,-37.8122295,144.962224,0,11168.78,Autumn,True,0.9577,awesome phone works great so far,True
ORD254428,ID0332152660,2019-07-08,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 1), ('Olivia x460', 2)]",9230,69.56,-37.806874,144.9782069,10,8376.56,Winter,False,1.5106,kudos!!!!!!! great phone kudos!!!!!!! great phone,True
ORD210072,ID0049492967,2019-08-15,Nickolson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",15495,62.04,-37.8194705,144.9719779,10,14007.54,Winter,False,0.2346,"i ordered refurbished, that way i expected it that way and i am happy so far very good thank you good product",True
ORD096298,ID0296027680,2019-10-12,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",11525,70.58,-37.8118428,144.9452685,0,11595.58,Spring,False,0.1833,"very satisfied, easy setup. great product. highly recommend.",True
ORD166065,ID0054552193,2019-09-26,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",22420,89.18,-37.82089000000001,144.9844083,0,22509.18,Spring,True,1.3312,"upgrade to olivia 7 instead! i was very disappointed with this phone, mostly because i kept having to ""resend"" text messages, my phone calls kept dropping/the reception was awful, had problems connecting with t-mobile network, and the quality of the pictures was disappointing. bought a olivia 7 instead and so much happier with that phone.",False
ORD319721,ID0448103597,2019-10-03,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Olivia x460', 2)]",5060,105.24,-37.8158013,144.934271,10,4659.24,Spring,True,1.1781,"its worth the price it was awesome, came in good condition n at the perfect time..",True
ORD186228,ID4655086236,2019-05-09,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",18950,77.39,-37.81071160000001,144.9461332,10,17132.39,Autumn,True,0.2334,perfect excellent product!,True
ORD056230,ID0775933250,2019-01-06,Thompson,"[('iStream', 1), ('Lucent 330S', 1)]",1380,48.835,-37.8059149,144.95914009999996,25,1083.835,Summer,True,1.3012,"five stars great phone almost indestructible, came in a very timely fashion.",True
